,Parcel ID,Address,sale_date,year,month,year-month,sale_price,yr_built,square_feet,price_sf,GEOID,Sub_geo,geometry
3646,350250235,6200 QUEENSDALE DR,5/27/20,2020,5,2020-5,188900,2004,1712,110.338785,13097080507,South Douglas,POINT (-84.7798142 33.6718079)
3718,110350027,6235 HEDGESTONE WAY,5/11/20,2020,5,2020-5,365000,2006,3145,116.0572337,13097080507,South Douglas,POINT (-84.7789397 33.6423616)
3770,300250136,5369 KINGS HWY,12/20/19,2019,12,2019-12,206800,2005,1991,103.8674033,13097080507,South Douglas,POINT (-84.7798776 33.6599631)
3773,280250064,6960 KIRKLAND DR,12/17/19,2019,12,2019-12,35000,1986,924,37.87878788,13097080507,South Douglas,POINT (-84.8031694 33.6588146)
3776,300250089,6246 BALDWOOD DR,12/2/19,2019,12,2019-12,168000,1980,1560,107.6923077,13097080507,South Douglas,POINT (-84.7799592 33.6638445)
3801,300250125,6361 RESONANCE CT,12/20/19,2019,12,2019-12,225000,2004,2799,80.38585209,13097080507,South Douglas,POINT (-84.7833028 33.6623297)
3869,370250043,5016 LAKEMONT DR,12/20/19,2019,12,2019-12,179900,1975,1876,95.89552239,13097080507,South Douglas,POINT (-84.795549 33.6690725)
3880,300250086,6276 BALDWOOD DR,12/19/19,2019,12,2019-12,130660,1984,1428,91.49859944,13097080507,South Douglas,POINT (-84.7809786 33.6638875)
3958,90350018,6102 GARDENIA CT,2/28/23,2023,2,2023-2,585900,2022,4403,133.0683625,13097080507,South Douglas,POINT (-84.7714972 33.6393674)
3977,120350017,6180 BELMONT DR,2/27/23,2023,2,2023-2,549900,2022,3007,182.8732956,13097080507,South Douglas,POINT (-84.7755958 33.6384725)
3992,350250178,6257 N SUMMERS CIR,2/23/23,2023,2,2023-2,331000,1973,1920,172.3958333,13097080507,South Douglas,POINT (-84.7803058 33.6683252)
4001,90350017,6103 GARDENIA CT,2/21/23,2023,2,2023-2,565900,2022,3828,147.8317659,13097080507,South Douglas,POINT (-84.7725372 33.6393023)
4058,90350019,6112 GARDENIA CT,2/3/23,2023,2,2023-2,554900,2022,3715,149.3674293,13097080507,South Douglas,POINT (-84.7715584 33.6390431)
4117,90350025,6090 BELMONT DR,1/17/23,2023,1,2023-1,487900,2022,4004,121.8531469,13097080507,South Douglas,POINT (-84.7706612 33.6376106)
4167,350250255,5025 ROXTON LN,6/28/18,2018,6,2018-6,160000,2004,1615,99.07120743,13097080507,South Douglas,POINT (-84.7795106 33.6707533)
4217,370250119,5144 BIG A RD,6/21/18,2018,6,2018-6,138000,1971,1289,107.0597362,13097080507,South Douglas,POINT (-84.7984691 33.6660612)
4223,350250082,6290 SHALLOW CREEK LN,7/13/18,2018,7,2018-7,165000,1973,1722,95.81881533,13097080507,South Douglas,POINT (-84.7812029 33.6663587)
4269,360250031,6650 CREST WOOD LN,6/29/18,2018,6,2018-6,213000,2005,1508,141.2466844,13097080507,South Douglas,POINT (-84.7931288 33.6679282)
4294,300250141,5379 KINGS HWY,7/31/18,2018,7,2018-7,239900,2005,1830,131.0928962,13097080507,South Douglas,POINT (-84.781264 33.6599779)
4320,280250078,5270 KILROY LN,7/27/18,2018,7,2018-7,295500,2003,1716,172.2027972,13097080507,South Douglas,POINT (-84.8006296 33.6630147)
4364,350250245,6195 QUEENSDALE DR,7/16/18,2018,7,2018-7,175000,2003,1136,154.0492958,13097080507,South Douglas,POINT (-84.7798776 33.6713788)
4399,290250048,6625 ASHEBROOKE DR,7/10/18,2018,7,2018-7,269900,2001,2140,126.1214953,13097080507,South Douglas,POINT (-84.7918387 33.6567586)
4406,350250027,6269 SHALLOWFORD WAY,7/6/18,2018,7,2018-7,176900,1986,1681,105.2349792,13097080507,South Douglas,POINT (-84.7805301 33.66474)
4412,350250052,6240 SHALLOWFORD WAY,7/6/18,2018,7,2018-7,152500,1973,3043,50.11501807,13097080507,South Douglas,POINT (-84.7795106 33.6652635)
4423,230350026,6000 DORSETT BRIDGE RD,7/2/18,2018,7,2018-7,725000,2005,5049,143.5927907,13097080507,South Douglas,POINT (-84.7927007 33.6414808)
4448,350250322,5006 LUXFORD DR,6/29/18,2018,6,2018-6,172500,2005,2555,67.5146771,13097080507,South Douglas,POINT (-84.7785008 33.6695386)
4464,280250094,5268 BROOKESHIRE CT,6/27/18,2018,6,2018-6,187500,1996,1621,115.6693399,13097080507,South Douglas,POINT (-84.7956359 33.6619989)
4493,350250303,5108 ELGIN CT,6/20/18,2018,6,2018-6,172500,2005,1182,145.9390863,13097080507,South Douglas,POINT (-84.7804242 33.6693361)
4497,350250229,6131 ALMORAH CT,6/20/18,2018,6,2018-6,180000,2002,1526,117.9554391,13097080507,South Douglas,POINT (-84.7783281 33.6713135)
4542,120350027,6147 SUMMERSTONE LN,12/29/22,2022,12,2022-12,504900,2021,3702,136.3857374,13097080507,South Douglas,POINT (-84.77686 33.6373055)
4599,240350003,6715 GRAYLAND DR,12/16/22,2022,12,2022-12,669900,2007,3635,184.2916094,13097080507,South Douglas,POINT (-84.7965124 33.6406167)
4617,300250025,6181 SHALLOW WOOD LN,12/14/22,2022,12,2022-12,300000,1972,1447,207.325501,13097080507,South Douglas,POINT (-84.7779407 33.6605568)
4628,370250120,5128 BIG A RD,12/9/22,2022,12,2022-12,312000,1984,1833,170.212766,13097080507,South Douglas,POINT (-84.7992689 33.6667005)
4655,120350026,6157 SUMMERSTONE LN,12/5/22,2022,12,2022-12,519900,2021,3755,138.4553928,13097080507,South Douglas,POINT (-84.7767173 33.6368854)
4667,600250025,4878 W LAKE WAY,12/1/22,2022,12,2022-12,290000,1974,1573,184.3610935,13097080507,South Douglas,POINT (-84.7954729 33.6730591)
4780,610250106,6635 DORSETT SHOALS RD,11/1/22,2022,11,2022-11,295000,1988,1728,170.7175926,13097080507,South Douglas,POINT (-84.7923134 33.6749086)
4822,350250048,6290 SHALLOWFORD WAY,3/6/18,2018,3,2018-3,119000,1973,2010,59.2039801,13097080507,South Douglas,POINT (-84.7808971 33.6652784)
4831,370250083,4992 W RIDGE DR,4/30/18,2018,4,2018-4,121900,1979,1388,87.82420749,13097080507,South Douglas,POINT (-84.7967162 33.6698654)
4921,620250066,6159 PRINCE CT,3/30/18,2018,3,2018-3,143500,1972,1316,109.0425532,13097080507,South Douglas,POINT (-84.7771455 33.6759253)
4966,40250116,5513 CAPSTONE WAY,4/30/18,2018,4,2018-4,399000,2004,3192,125.0,13097080507,South Douglas,POINT (-84.7874006 33.6542447)
5031,350250010,6115 SHALLOW CREEK LN,4/16/18,2018,4,2018-4,140000,1972,1360,102.9411765,13097080507,South Douglas,POINT (-84.7754735 33.6660954)
5042,620250131,6365 QUEENSDALE DR,4/13/18,2018,4,2018-4,183000,2004,1390,131.6546763,13097080507,South Douglas,POINT (-84.7815903 33.67437)
5094,130350016,6408 BIG A RD,3/28/18,2018,3,2018-3,153000,1994,1346,113.6701337,13097080507,South Douglas,POINT (-84.7777572 33.6308926)
5119,280250093,5258 BROOKESHIRE CT,3/24/18,2018,3,2018-3,179900,1996,1730,103.9884393,13097080507,South Douglas,POINT (-84.7956277 33.6623319)
5158,370250139,4918 CEDAR LAKE TER,3/15/18,2018,3,2018-3,194900,1995,1877,103.8359084,13097080507,South Douglas,POINT (-84.8023008 33.672017)
5203,370250131,4943 CEDAR LAKE TER,9/28/18,2018,9,2018-9,155000,1987,1510,102.6490066,13097080507,South Douglas,POINT (-84.8027492 33.671208)
5208,620250078,6126 KNIGHTS LN,9/10/18,2018,9,2018-9,124000,1972,1525,81.31147541,13097080507,South Douglas,POINT (-84.7760444 33.6752254)
5210,380250154,5167 KILROY LN,9/28/18,2018,9,2018-9,208500,1993,2040,102.2058824,13097080507,South Douglas,POINT (-84.8058877 33.6649347)
5236,230350033,6050 DORSETT BRIDGE RD,10/4/18,2018,10,2018-10,610000,2004,4157,146.7404378,13097080507,South Douglas,POINT (-84.7932715 33.6408946)
5241,300250144,5201 BEDWOOD WAY,9/6/18,2018,9,2018-9,182000,2006,2434,74.77403451,13097080507,South Douglas,POINT (-84.7823446 33.6642283)
5271,620250208,6551 SQUIRE PL,10/11/18,2018,10,2018-10,217000,2005,3429,63.2837562,13097080507,South Douglas,POINT (-84.7832417 33.67359)
5302,300250018,6129 SHALLOW WOOD LN,9/7/18,2018,9,2018-9,150000,1976,1624,92.36453202,13097080507,South Douglas,POINT (-84.7756366 33.661135)
5336,20250004,5645 PUNKINTOWN RD,10/12/18,2018,10,2018-10,350000,1995,3164,110.619469,13097080507,South Douglas,POINT (-84.7741889 33.6524679)
5372,110350051,5897 THISTLE CT,10/4/18,2018,10,2018-10,420000,2005,3209,130.8818947,13097080507,South Douglas,POINT (-84.7766153 33.6406947)
5443,300250081,6330 BALDWOOD DR,9/21/18,2018,9,2018-9,206500,1975,3316,62.27382388,13097080507,South Douglas,POINT (-84.7830582 33.6641494)
5494,620250180,4720 MENTMORE TER,9/6/18,2018,9,2018-9,178000,2006,1434,124.1283124,13097080507,South Douglas,POINT (-84.782365 33.6750998)
5520,610250106,6635 DORSETT SHOALS RD,6/6/18,2018,6,2018-6,168000,1988,1728,97.22222222,13097080507,South Douglas,POINT (-84.7923134 33.6749086)
5535,620250033,4741 KINGS HWY,5/14/18,2018,5,2018-5,143000,1971,1100,130.0,13097080507,South Douglas,POINT (-84.7752288 33.6764108)
5615,300250126,6351 RESONANCE CT,6/1/18,2018,6,2018-6,170000,2004,2685,63.31471136,13097080507,South Douglas,POINT (-84.7835767 33.6623329)
5657,300250121,5250 CAITLIN LN,6/12/18,2018,6,2018-6,215000,2004,2939,73.15413406,13097080507,South Douglas,POINT (-84.7838125 33.6628086)
5661,370250010,5099 BIG A RD,6/11/18,2018,6,2018-6,53645,1963,1336,40.15344311,13097080507,South Douglas,POINT (-84.8008742 33.6664672)
5683,40250088,5570 FONTNOT CT,6/4/18,2018,6,2018-6,390000,2006,2775,140.5405405,13097080507,South Douglas,POINT (-84.7852804 33.6525867)
5708,370250103,4994 W LAKE WAY,5/30/18,2018,5,2018-5,146000,1977,1600,91.25,13097080507,South Douglas,POINT (-84.7954525 33.6698995)
5750,270250014,5336 HWY 5,5/23/18,2018,5,2018-5,123000,1970,1056,116.4772727,13097080507,South Douglas,POINT (-84.8114714 33.6613778)
5757,370250141,4935 DONNY BROOK LN,5/21/18,2018,5,2018-5,293000,1995,1868,156.8522484,13097080507,South Douglas,POINT (-84.8003035 33.6718025)
5905,280250016,5280 PAMELA DR,5/23/19,2019,5,2019-5,315000,1990,2572,122.4727838,13097080507,South Douglas,POINT (-84.7977557 33.6620008)
5917,280250091,5230 BROOKESHIRE CT,5/31/19,2019,5,2019-5,176000,1996,1382,127.3516643,13097080507,South Douglas,POINT (-84.7952894 33.663139)
5928,270250009,5286 HWY 5,5/30/19,2019,5,2019-5,140000,1970,1913,73.18348144,13097080507,South Douglas,POINT (-84.8102488 33.6623724)
5960,350250051,6260 SHALLOWFORD WAY,5/24/19,2019,5,2019-5,155000,1973,1614,96.03469641,13097080507,South Douglas,POINT (-84.7799184 33.6653243)
5964,360250031,6650 CREST WOOD LN,5/24/19,2019,5,2019-5,235000,2005,1508,155.8355438,13097080507,South Douglas,POINT (-84.7931288 33.6679282)
6010,280250031,5429 DURHAM WAY,5/15/19,2019,5,2019-5,40000,1988,980,40.81632653,13097080507,South Douglas,POINT (-84.8045427 33.6584729)
6085,620250052,4771 BARON RD,9/13/21,2021,9,2021-9,138000,1972,1212,113.8613861,13097080507,South Douglas,POINT (-84.779197 33.6755582)
6120,370250167,5164 BIG A RD,9/13/21,2021,9,2021-9,193200,1951,1695,113.9823009,13097080507,South Douglas,POINT (-84.7966959 33.6650935)
6167,620250155,4669 KNIGHTS BRIDGE CT,9/8/21,2021,9,2021-9,286800,2004,1496,191.7112299,13097080507,South Douglas,POINT (-84.7808971 33.6756914)
6197,370250155,4920 DONNY BROOK LN,9/30/21,2021,9,2021-9,278000,1988,2282,121.8229623,13097080507,South Douglas,POINT (-84.8008232 33.6727501)
6224,80350003,6071 S RIVER RD,9/29/21,2021,9,2021-9,258000,1972,1551,166.344294,13097080507,South Douglas,POINT (-84.7738422 33.6255405)
6263,230350006,5915 BIG A RD,9/23/21,2021,9,2021-9,240000,1972,2074,115.7184185,13097080507,South Douglas,POINT (-84.7911311 33.6440079)
6308,360250021,5190 BIG A RD,9/16/21,2021,9,2021-9,195000,1902,1840,105.9782609,13097080507,South Douglas,POINT (-84.7942703 33.6645776)
6314,380250130,5150 KILROY LN,9/16/21,2021,9,2021-9,325000,1975,1974,164.6403242,13097080507,South Douglas,POINT (-84.804991 33.6656814)
6354,40250076,6500 FORTRESS DR,9/8/21,2021,9,2021-9,452000,2003,2744,164.7230321,13097080507,South Douglas,POINT (-84.7870744 33.6551897)
6376,110350014,6055 HICKORY BEND DR,9/2/21,2021,9,2021-9,428000,1988,3782,113.1676362,13097080507,South Douglas,POINT (-84.7834659 33.6435983)
6385,40250057,5682 YORKTOWN RD,9/1/21,2021,9,2021-9,446000,1993,2073,215.1471298,13097080507,South Douglas,POINT (-84.7866055 33.6503982)
6501,40250091,5591 FONTNOT CT,2/28/18,2018,2,2018-2,329000,2006,2952,111.4498645,13097080507,South Douglas,POINT (-84.7859531 33.6521574)
6512,350250153,6188 N SUMMERS CIR,2/28/18,2018,2,2018-2,160000,1985,1786,89.58566629,13097080507,South Douglas,POINT (-84.7777572 33.6677603)
6542,610250130,4825 BLUE ROCK CT,2/23/18,2018,2,2018-2,171000,2002,1406,121.6216216,13097080507,South Douglas,POINT (-84.788951 33.6743371)
6645,300250116,5211 CAITLIN LN,1/19/18,2018,1,2018-1,202500,2004,2724,74.33920705,13097080507,South Douglas,POINT (-84.7845261 33.6636884)
6651,40250080,6460 FORTRESS DR,1/16/18,2018,1,2018-1,312500,2004,2846,109.8032326,13097080507,South Douglas,POINT (-84.7854435 33.6552953)
6660,350250267,5110 ROXTON LN,1/12/18,2018,1,2018-1,175000,2003,1457,120.1098147,13097080507,South Douglas,POINT (-84.7814271 33.670747)
6665,350250043,6350 SHALLOWFORD WAY,1/10/18,2018,1,2018-1,160000,1973,1728,92.59259259,13097080507,South Douglas,POINT (-84.7830174 33.6652806)
6672,370250022,5135 BIG A RD,1/8/18,2018,1,2018-1,165000,1972,1830,90.16393443,13097080507,South Douglas,POINT (-84.7992436 33.665658)
6693,350250318,6148 ZEALAND PL,9/11/20,2020,9,2020-9,235000,2004,2570,91.43968872,13097080507,South Douglas,POINT (-84.7783281 33.6691786)
6705,350250049,6280 SHALLOWFORD WAY,9/24/20,2020,9,2020-9,260000,1973,2835,91.71075838,13097080507,South Douglas,POINT (-84.7805301 33.66535)
6711,620250033,4741 KINGS HWY,9/1/20,2020,9,2020-9,165500,1971,1100,150.4545455,13097080507,South Douglas,POINT (-84.7752288 33.6764108)
6733,220350003,6300 DORSETT BRIDGE RD,9/11/20,2020,9,2020-9,265000,2014,1080,245.3703704,13097080507,South Douglas,POINT (-84.7928262 33.6332887)
6807,350250116,5115 KINGS HWY,9/25/20,2020,9,2020-9,245900,1973,2820,87.19858156,13097080507,South Douglas,POINT (-84.7768058 33.6667381)
6836,350250070,6305 SHALLOW CREEK LN,9/18/20,2020,9,2020-9,208000,1973,2835,73.3686067,13097080507,South Douglas,POINT (-84.781631 33.6657886)
6869,270250101,7250 AVALON DR,9/14/20,2020,9,2020-9,525000,2004,3084,170.233463,13097080507,South Douglas,POINT (-84.8126533 33.6581156)
6900,300250047,5260 KINGS HWY,9/4/20,2020,9,2020-9,180000,1972,2042,88.14887365,13097080507,South Douglas,POINT (-84.777953 33.662442)
6918,280250112,5385 KILROY LN,9/3/20,2020,9,2020-9,548438,1999,3117,175.9505935,13097080507,South Douglas,POINT (-84.803544 33.6598036)
6927,300250042,6159 MICHELLE LN,9/1/20,2020,9,2020-9,210000,1973,2400,87.5,13097080507,South Douglas,POINT (-84.7771862 33.6635098)
6978,620250059,6186 PRINCE CT,10/25/21,2021,10,2021-10,225000,1972,1125,200.0,13097080507,South Douglas,POINT (-84.7779203 33.6765679)
7024,620250154,4689 KNIGHTS BRIDGE CT,10/5/21,2021,10,2021-10,303966,2004,2173,139.8831109,13097080507,South Douglas,POINT (-84.7810194 33.6754351)
7031,370250089,4912 W RIDGE DR,10/29/21,2021,10,2021-10,264000,1982,1588,166.2468514,13097080507,South Douglas,POINT (-84.7966755 33.6719551)
7041,620250038,6115 KNIGHTS LN,10/29/21,2021,10,2021-10,224000,1972,1138,196.8365554,13097080507,South Douglas,POINT (-84.7757182 33.6745581)
7103,370250066,4952 PEBBLEBROOK DR,10/22/21,2021,10,2021-10,230000,1976,1380,166.6666667,13097080507,South Douglas,POINT (-84.7978984 33.6709608)
7117,30250013,5364 KINGS HWY,10/21/21,2021,10,2021-10,579900,1990,2495,232.4248497,13097080507,South Douglas,POINT (-84.778435 33.656375)
7182,300250114,5231 CAITLIN LN,10/12/21,2021,10,2021-10,312000,2004,2634,118.4510251,13097080507,South Douglas,POINT (-84.7843327 33.6631988)
7205,350250290,6141 URSWICK TER,10/6/21,2021,10,2021-10,320600,2004,1681,190.7198096,13097080507,South Douglas,POINT (-84.7817534 33.6696279)
7207,220350003,6300 DORSETT BRIDGE RD,10/6/21,2021,10,2021-10,265000,2014,1080,245.3703704,13097080507,South Douglas,POINT (-84.7928262 33.6332887)
7215,620250054,4751 BARON RD,10/4/21,2021,10,2021-10,198000,1972,1256,157.6433121,13097080507,South Douglas,POINT (-84.7793067 33.67606)
7227,370250100,4991 W RIDGE DR,10/1/21,2021,10,2021-10,150000,1986,1248,120.1923077,13097080507,South Douglas,POINT (-84.7961455 33.6699721)
7249,280250005,5284 KILROY LN,2/27/20,2020,2,2020-2,152000,1945,1757,86.51109846,13097080507,South Douglas,POINT (-84.802097 33.6617691)
7309,350250085,6236 SHALLOW CREEK LN,1/29/20,2020,1,2020-1,156000,1973,1707,91.3884007,13097080507,South Douglas,POINT (-84.7796737 33.6663597)
7311,620250032,4731 KINGS HWY,2/6/20,2020,2,2020-2,120000,1971,1125,106.6666667,13097080507,South Douglas,POINT (-84.7751649 33.6766615)
7335,620250133,6345 QUEENSDALE DR,1/3/20,2020,1,2020-1,157000,2004,1182,132.8257191,13097080507,South Douglas,POINT (-84.7817534 33.6739412)
7378,620250213,6532 SQUIRE PL,2/26/20,2020,2,2020-2,160000,2005,1634,97.91921665,13097080507,South Douglas,POINT (-84.7825689 33.6735835)
7452,270250089,5203 WESTHAVEN DR,2/12/20,2020,2,2020-2,197500,1992,1536,128.5807292,13097080507,South Douglas,POINT (-84.8063157 33.6631444)
7454,370250026,5159 BIG A RD,2/12/20,2020,2,2020-2,215000,1972,2250,95.55555556,13097080507,South Douglas,POINT (-84.7977761 33.6648121)
7463,350250212,4920 ROXTON LN,2/10/20,2020,2,2020-2,125000,2004,1510,82.78145695,13097080507,South Douglas,POINT (-84.7771862 33.6719624)
7482,50250017,5750 KILROY LN,2/3/20,2020,2,2020-2,75000,1977,1310,57.2519084,13097080507,South Douglas,POINT (-84.7949633 33.6489629)
7527,370250121,5150 BIG A RD,1/24/20,2020,1,2020-1,178000,1971,1416,125.7062147,13097080507,South Douglas,POINT (-84.79798 33.6660407)
7565,370250140,4915 DONNY BROOK LN,1/15/20,2020,1,2020-1,302000,1989,3064,98.56396867,13097080507,South Douglas,POINT (-84.8016079 33.6723365)
7600,370250081,5005 PEBBLEBROOK DR,8/20/21,2021,8,2021-8,240000,1975,1677,143.1127013,13097080507,South Douglas,POINT (-84.7973837 33.6695409)
7622,350250048,6290 SHALLOWFORD WAY,8/25/21,2021,8,2021-8,226100,1973,2010,112.4875622,13097080507,South Douglas,POINT (-84.7808971 33.6652784)
7626,370250110,4902 W LAKE WAY,8/4/21,2021,8,2021-8,200000,1977,1216,164.4736842,13097080507,South Douglas,POINT (-84.7954857 33.6723322)
7705,370250005,5070 BIG A RD,8/6/21,2021,8,2021-8,165209,1965,1677,98.51460942,13097080507,South Douglas,POINT (-84.8025454 33.6680188)
7710,300250089,6246 BALDWOOD DR,8/31/21,2021,8,2021-8,233000,1980,1560,149.3589744,13097080507,South Douglas,POINT (-84.7799592 33.6638445)
7747,50250038,8287 DOGWOOD LN,8/27/21,2021,8,2021-8,215000,1973,1577,136.3348129,13097080507,South Douglas,POINT (-84.8025862 33.6522464)
7790,230350027,6350 FOUTS MILL RD,8/20/21,2021,8,2021-8,610000,2004,2770,220.2166065,13097080507,South Douglas,POINT (-84.791233 33.643511)
7799,310250020,5267 PUNKINTOWN RD,8/20/21,2021,8,2021-8,340000,1987,1926,176.5316719,13097080507,South Douglas,POINT (-84.7734548 33.6624591)
7843,120350009,6361 BIG A RD,8/13/21,2021,8,2021-8,619500,1986,3889,159.2954487,13097080507,South Douglas,POINT (-84.7804465 33.631805)
7844,270250010,5276 HWY 5,8/13/21,2021,8,2021-8,160000,1970,1265,126.4822134,13097080507,South Douglas,POINT (-84.810534 33.6621229)
7850,370250065,4964 PEBBLEBROOK DR,8/13/21,2021,8,2021-8,211000,1975,1562,135.0832266,13097080507,South Douglas,POINT (-84.7979392 33.6706139)
7922,300250026,5326 KINGS HWY,8/2/21,2021,8,2021-8,260000,1972,1660,156.626506,13097080507,South Douglas,POINT (-84.7783206 33.6605444)
8004,350250220,4935 ROXTON LN,11/17/21,2021,11,2021-11,305000,2003,2217,137.5732972,13097080507,South Douglas,POINT (-84.7779203 33.6718191)
8035,620250140,6310 QUEENSDALE DR,11/30/21,2021,11,2021-11,180000,2004,2555,70.45009785,13097080507,South Douglas,POINT (-84.7814271 33.6730997)
8063,40250027,5665 BIG A RD,11/24/21,2021,11,2021-11,275000,1970,1441,190.8396947,13097080507,South Douglas,POINT (-84.7924561 33.6524528)
8098,620250154,4689 KNIGHTS BRIDGE CT,11/18/21,2021,11,2021-11,313000,2004,2173,144.040497,13097080507,South Douglas,POINT (-84.7810194 33.6754351)
8153,310250021,5255 PUNKINTOWN RD,11/12/21,2021,11,2021-11,552500,1987,2318,238.3520276,13097080507,South Douglas,POINT (-84.7739985 33.6634251)
8157,290250038,5243 NORA DR,11/12/21,2021,11,2021-11,625000,2000,3897,160.3797793,13097080507,South Douglas,POINT (-84.7921503 33.6619177)
8171,600250016,4819 W LAKE WAY,11/9/21,2021,11,2021-11,150000,1973,1696,88.44339623,13097080507,South Douglas,POINT (-84.7968793 33.6746213)
8254,610250107,6625 DORSETT SHOALS RD,3/11/22,2022,3,2022-3,272000,1988,1869,145.5323703,13097080507,South Douglas,POINT (-84.7919873 33.674982)
8301,120350015,6116 SUMMERSTONE LN,3/29/22,2022,3,2022-3,489900,2021,3667,133.5969457,13097080507,South Douglas,POINT (-84.7767173 33.6388903)
8308,600250040,6867 DORSETT SHOALS RD,3/28/22,2022,3,2022-3,225000,1973,1569,143.4034417,13097080507,South Douglas,POINT (-84.8003035 33.6732838)
8322,350250131,6360 S SUMMERS CIR,3/25/22,2022,3,2022-3,250000,1978,1437,173.973556,13097080507,South Douglas,POINT (-84.7834048 33.6668872)
8340,120350013,6097 SUMMERSTONE LN,3/22/22,2022,3,2022-3,467900,2021,3889,120.3137053,13097080507,South Douglas,POINT (-84.777696 33.6392802)
8450,600250037,6861 DORSETT SHOALS RD,3/4/22,2022,3,2022-3,269000,1973,1504,178.856383,13097080507,South Douglas,POINT (-84.7993252 33.6738527)
8454,600250021,4845 W LAKE WAY,3/4/22,2022,3,2022-3,245000,1974,1610,152.173913,13097080507,South Douglas,POINT (-84.7954933 33.6738224)
8461,360250038,6655 CREST WOOD LN,3/4/22,2022,3,2022-3,370000,2005,2952,125.3387534,13097080507,South Douglas,POINT (-84.7942499 33.6678664)
8470,360250039,6645 CREST WOOD LN,3/3/22,2022,3,2022-3,427000,2005,2952,144.6476965,13097080507,South Douglas,POINT (-84.7941072 33.6674465)
8489,380250154,5167 KILROY LN,7/9/19,2019,7,2019-7,226473,1993,2040,111.0161765,13097080507,South Douglas,POINT (-84.8058877 33.6649347)
8513,350250041,6370 SHALLOWFORD WAY,7/23/19,2019,7,2019-7,175000,1973,2220,78.82882883,13097080507,South Douglas,POINT (-84.7836698 33.665308)
8578,300250071,6245 BALDWOOD DR,7/30/19,2019,7,2019-7,230000,2004,1979,116.2203133,13097080507,South Douglas,POINT (-84.7799796 33.663327)
8634,360250043,6605 CREST WOOD LN,7/19/19,2019,7,2019-7,235000,2005,2705,86.87615527,13097080507,South Douglas,POINT (-84.7928026 33.6669995)
8642,300250019,6135 SHALLOW WOOD LN,7/19/19,2019,7,2019-7,185000,1986,1776,104.1666667,13097080507,South Douglas,POINT (-84.7758405 33.6608822)
8651,350250294,6162 URSWICK TER,7/18/19,2019,7,2019-7,267500,2005,3184,84.0138191,13097080507,South Douglas,POINT (-84.7826708 33.6694705)
8653,350250125,6284 S SUMMERS CIR,7/17/19,2019,7,2019-7,155000,1975,2123,73.00989166,13097080507,South Douglas,POINT (-84.7808971 33.6668469)
8684,370250085,4968 W RIDGE DR,7/12/19,2019,7,2019-7,157500,1980,1257,125.2983294,13097080507,South Douglas,POINT (-84.7966755 33.670648)
8686,620250060,6176 PRINCE CT,7/12/19,2019,7,2019-7,134000,1972,1125,119.1111111,13097080507,South Douglas,POINT (-84.777594 33.676467)
8723,610250138,4810 BLUE ROCK CT,7/2/19,2019,7,2019-7,174900,2002,1332,131.3063063,13097080507,South Douglas,POINT (-84.7884047 33.6749428)
8738,350250176,6283 N SUMMERS CIR,2/22/19,2019,2,2019-2,158700,1973,1605,98.87850467,13097080507,South Douglas,POINT (-84.7811825 33.6683404)
8753,360250024,5011 GRAY RD,2/25/19,2019,2,2019-2,201000,2005,1320,152.2727273,13097080507,South Douglas,POINT (-84.7932317 33.6698937)
8783,620250069,4756 BARON RD,1/31/19,2019,1,2019-1,135000,1972,1255,107.5697211,13097080507,South Douglas,POINT (-84.7785727 33.6759419)
8792,620250165,4602 KNIGHTS BRIDGE CT,1/30/19,2019,1,2019-1,192500,2004,1536,125.3255208,13097080507,South Douglas,POINT (-84.7798776 33.675387)
8793,300250026,5326 KINGS HWY,1/25/19,2019,1,2019-1,145000,1972,1660,87.34939759,13097080507,South Douglas,POINT (-84.7783206 33.6605444)
8861,130350015,6308 HWY 166,2/28/19,2019,2,2019-2,269000,1984,2124,126.6478343,13097080507,South Douglas,POINT (-84.7813048 33.629778)
8898,110350004,6001 BIG A RD,2/22/19,2019,2,2019-2,180000,1985,1872,96.15384615,13097080507,South Douglas,POINT (-84.7840749 33.6409225)
8906,110350024,6215 HEDGESTONE WAY,2/21/19,2019,2,2019-2,339900,2006,3543,95.93564776,13097080507,South Douglas,POINT (-84.7794087 33.64127)
8963,270250111,5362 HWY 5,2/5/19,2019,2,2019-2,250320,2003,1672,149.7129187,13097080507,South Douglas,POINT (-84.8126941 33.6592503)
8966,370250033,4911 W LAKE WAY,2/4/19,2019,2,2019-2,172000,1974,1508,114.0583554,13097080507,South Douglas,POINT (-84.7948818 33.6719668)
9014,30350008,6485 WESTRIDGE CT,3/16/20,2020,3,2020-3,487000,1998,2866,169.923238,13097080507,South Douglas,POINT (-84.76463197 33.6299093)
9030,270250083,5202 HWY 5,1/18/19,2019,1,2019-1,189000,1998,1589,118.9427313,13097080507,South Douglas,POINT (-84.8079664 33.6640197)
9108,600250019,4839 W LAKE WAY,6/28/21,2021,6,2021-6,208600,1974,1835,113.6784741,13097080507,South Douglas,POINT (-84.7961533 33.6740636)
9115,350250307,5036 LUXFORD DR,6/1/21,2021,6,2021-6,170000,2004,1663,102.2248948,13097080507,South Douglas,POINT (-84.7795514 33.6692301)
9148,280250064,6960 KIRKLAND DR,6/11/21,2021,6,2021-6,62000,1986,924,67.0995671,13097080507,South Douglas,POINT (-84.8031694 33.6588146)
